400;400;400;400;400;400;400;400;400;400;200;200;200;200;200;200;200;200;200;200;80;80;80;80;80;80;80;80;80;80
test 1;test 2;test 3;test 4;test 5;test 6;test 7;test 8;test 9;test 10;test 1;test 2;test 3;test 4;test 5;test 6;test 7;test 8;test 9;test 10;test 1;test 2;test 3;test 4;test 5;test 6;test 7;test 8;test 9;test 10
0,0;0,0;0,0;0,0;0,0;14,2;0,0;0,0;9,5;5,0;0,0;0,0;0,0;0,0;4,7;5,0;0,0;0,0;0,0;0,0;9,5;0,0;0,0;9,5;5,0;0,0;5,0;0,0;4,7;0,0
0,0;5,0;19,0;10,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;5,2;0,0;4,7;0,0;0,0;0,0;25,0;0,0;14,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0
9,5;5,2;5,0;0,0;14,2;15,0;10,0;18,1;5,2;14,2;19,0;14,2;10,0;10,0;0,0;5,2;14,2;20,0;10,0;9,0;5,2;10,0;5,2;5,2;5,2;14,2;4,7;10,0;10,0;4,7
18,1;14,2;5,0;11,1;0,0;0,0;14,2;15,0;36,8;0,0;0,0;0,0;0,0;0,0;45,4;0,0;0,0;25,0;20,0;10,0;23,8;15,0;0,0;10,5;5,0;15,7;10,0;5,0;0,0;15,0
5,2;11,1;5,0;27,2;15,0;15,0;23,8;15,7;23,8;15,7;10,5;10,0;15,0;10,0;15,0;15,0;15,7;38,0;10,5;27,2;20,0;10,5;10,0;22,7;14,2;15,0;5,2;15,7;19,0;26,0
21,0;15,7;21,0;10,5;15,0;19,0;15,0;10,5;10,5;19,0;15,0;15,0;23,8;20,0;15,7;33,3;15,7;42,8;23,8;15,7;20,0;15,7;0,0;23,8;11,1;20,0;22,7;19,0;11,1;15,7
27,2;15,7;15,7;25,0;15,0;10,5;31,5;23,8;20,0;11,1;20,0;20,0;10,5;19,0;10,5;10,5;23,8;31,5;5,5;15,0;15,7;10,5;4,7;15,7;15,0;10,5;20,0;15,7;10,5;20,0
15,7;15,7;22,7;30,0;10,5;25,0;10,5;15,7;20,0;23,8;23,8;20,0;15,7;11,1;11,1;28,5;20,0;19,0;20,0;23,8;26,0;15,0;18,1;15,0;15,7;15,0;25,0;25,0;23,8;11,1
25,0;20,0;21,0;28,5;15,7;19,0;20,0;23,8;15,7;10,5;25,0;15,0;23,8;19,0;22,7;10,5;20,0;15,7;20,0;15,0;21,0;20,0;0,0;20,0;15,0;15,7;10,5;10,5;20,0;27,2
30,0;20,0;23,8;15,7;19,0;20,0;15,0;19,0;27,2;20,0;19,0;11,1;15,0;10,5;20,0;20,0;11,1;15,0;15,7;19,0;15,0;20,0;10,0;15,7;20,0;23,8;23,8;20,0;15,7;19,0
23,8;21,0;33,3;19,0;11,1;10,5;20,0;16,6;19,0;19,0;15,7;22,7;38,0;30,4;19,0;22,7;26,0;25,0;15,7;15,7;15,7;11,1;10,0;15,7;15,0;10,5;15,0;5,5;19,0;23,8
21,0;20,0;25,0;20,0;15,7;23,8;15,0;15,7;15,7;11,1;15,7;15,7;15,0;22,2;15,7;19,0;10,5;23,8;23,8;15,7;22,7;15,0;0,0;19,0;21,0;20,0;31,8;25,0;15,7;11,7
