400;400;400;400;400;400;400;400;400;400;200;200;200;200;200;200;200;200;200;200;80;80;80;80;80;80;80;80;80;80
test 1;test 2;test 3;test 4;test 5;test 6;test 7;test 8;test 9;test 10;test 1;test 2;test 3;test 4;test 5;test 6;test 7;test 8;test 9;test 10;test 1;test 2;test 3;test 4;test 5;test 6;test 7;test 8;test 9;test 10
25,0;15,7;22,7;30,0;5,2;19,0;31,5;23,8;20,0;10,5;20,0;20,0;10,5;11,1;11,1;33,3;15,7;31,5;20,0;15,0;20,0;20,0;4,7;10,5;20,0;19,0;10,5;10,5;23,8;20,0
30,0;15,7;21,0;30,0;5,2;20,0;10,5;23,8;20,0;10,5;20,0;15,0;10,5;22,2;11,1;10,5;20,0;20,0;15,7;23,8;15,7;11,1;18,1;19,0;20,0;9,5;10,5;25,0;15,7;22,7
20,0;40,9;20,0;16,6;10,0;10,5;45,0;19,0;30,4;15,0;15,7;23,8;23,8;20,0;20,0;15,7;10,5;20,0;11,1;19,0;23,8;23,8;20,0;15,0;15,0;5,2;15,0;19,0;15,7;11,1
20,0;40,9;25,0;16,6;0,0;21,0;31,5;19,0;15,0;21,0;15,0;15,0;10,5;25,0;20,0;23,8;21,0;19,0;20,0;19,0;23,8;23,8;22,7;28,5;15,0;14,2;21,0;11,1;20,0;11,1
20,0;47,6;25,0;15,7;0,0;30,0;85,0;11,1;5,0;19,0;21,0;15,0;21,0;14,2;20,0;10,5;15,7;15,0;23,8;0,0;15,7;20,0;15,7;19,0;27,2;18,1;0,0;20,0;10,5;20,0
26,3;20,0;25,0;23,8;0,0;30,0;15,0;11,1;5,0;21,0;21,0;23,8;21,0;14,2;20,0;23,8;15,7;14,2;0,0;5,5;15,0;15,0;15,7;9,5;27,2;10,5;4,7;35,0;0,0;26,3
0,0;19,0;19,0;4,7;30,0;26,3;22,7;5,0;15,0;10,5;10,5;10,0;10,0;15,0;15,0;14,2;15,0;14,2;0,0;19,0;4,7;5,0;15,0;0,0;45,0;10,5;14,2;9,5;0,0;5,2
0,0;19,0;0,0;19,0;30,0;73,9;10,5;11,1;15,0;4,7;10,5;14,2;4,7;5,0;10,0;14,2;20,0;0,0;4,7;19,0;4,7;0,0;16,6;10,0;33,3;19,0;15,0;9,5;0,0;0,0
19,0;14,2;5,0;19,0;14,2;15,0;10,0;15,0;21,0;10,0;10,5;10,5;10,0;5,0;5,2;10,0;15,0;10,0;10,0;13,6;0,0;14,2;19,0;0,0;14,2;5,0;10,0;10,5;14,2;18,1
26,3;14,2;13,6;14,2;14,2;15,0;10,5;5,0;10,5;0,0;10,5;19,0;5,2;19,0;15,0;10,0;5,2;0,0;0,0;13,6;0,0;0,0;45,0;5,0;10,0;10,0;15,0;15,0;5,2;13,6
15,0;14,2;5,2;15,0;10,0;22,2;5,2;15,0;5,0;19,0;13,6;10,5;18,1;19,0;0,0;0,0;5,2;10,0;0,0;14,2;4,7;15,7;30,0;5,0;0,0;10,0;0,0;4,7;10,0;10,0
10,0;14,2;5,5;15,0;10,5;22,2;10,0;0,0;5,2;14,2;13,6;15,0;18,1;0,0;18,1;15,0;15,0;0,0;10,5;14,2;4,7;0,0;19,0;13,6;10,0;5,2;10,0;15,0;33,3;14,2
