400;400;400;400;400;400;400;400;400;400;200;200;200;200;200;200;200;200;200;200;80;80;80;80;80;80;80;80;80;80
test 1;test 2;test 3;test 4;test 5;test 6;test 7;test 8;test 9;test 10;test 1;test 2;test 3;test 4;test 5;test 6;test 7;test 8;test 9;test 10;test 1;test 2;test 3;test 4;test 5;test 6;test 7;test 8;test 9;test 10
26,3;5,0;0,0;9,0;0,0;0,0;4,7;4,7;4,7;0,0;14,2;0,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;4,7;20,0;0,0;0,0;0,0;4,7;5,2;0,0;0,0
10,0;25,0;0,0;0,0;10,5;0,0;0,0;0,0;0,0;0,0;15,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,7;0,0;0,0;4,7;23,8;0,0;0,0;10,0;0,0;13,6;0,0;0,0
18,1;5,0;14,2;10,5;0,0;5,0;14,2;9,5;5,5;10,0;15,7;19,0;19,0;0,0;0,0;18,1;5,0;10,0;5,0;14,2;5,0;15,0;21,0;10,0;5,0;4,7;5,2;0,0;10,0;5,0
0,0;19,0;0,0;10,5;5,2;9,5;0,0;5,0;0,0;10,0;15,0;0,0;10,0;14,2;5,0;0,0;5,0;0,0;15,0;5,2;14,2;14,2;31,5;10,5;19,0;15,7;20,0;27,2;0,0;5,0
15,0;20,0;22,7;15,0;15,0;5,0;15,0;5,2;14,2;33,3;22,2;15,7;20,0;0,0;19,0;10,5;10,0;20,0;5,0;10,5;21,0;15,7;16,6;15,0;33,3;19,0;15,0;10,5;19,0;22,7
5,2;23,8;20,0;11,1;15,0;10,0;5,5;15,0;27,2;19,0;19,0;15,7;15,7;20,0;19,0;10,5;19,0;15,0;27,2;19,0;15,7;20,0;20,0;27,2;15,0;20,0;15,7;21,0;16,6;15,0
10,0;36,8;15,0;20,0;15,0;26,3;22,7;11,1;11,1;11,1;15,7;15,7;22,7;15,7;11,1;20,0;15,0;16,6;15,7;15,0;20,0;27,2;23,8;19,0;20,0;15,0;20,0;22,7;22,7;10,0
20,0;15,0;35,0;15,7;20,0;10,5;11,1;15,0;20,0;27,2;27,2;33,3;20,0;20,0;22,7;20,0;20,0;23,8;15,0;10,5;23,8;15,0;20,0;20,0;27,2;21,0;15,0;15,7;11,1;20,0
5,2;20,0;21,0;5,5;10,5;23,8;22,7;11,1;10,5;15,0;5,8;10,5;10,5;19,0;11,1;15,7;19,0;16,6;23,8;23,8;11,1;16,6;15,7;5,5;11,1;10,5;15,7;20,0;15,0;19,0
14,2;15,0;23,8;27,2;19,0;15,0;15,7;20,0;15,0;23,8;19,0;20,0;20,0;15,7;23,8;19,0;27,2;22,7;20,0;20,0;25,0;15,0;10,5;10,5;20,0;14,2;15,7;35,0;15,7;23,8
18,1;20,0;19,0;11,1;5,5;15,7;19,0;10,5;20,0;5,5;20,0;15,0;39,9;27,2;20,0;5,5;10,5;16,6;23,8;22,7;21,0;27,2;4,7;15,7;15,0;15,0;11,1;20,0;26,0;22,7
5,0;23,8;22,7;23,8;27,2;15,0;25,0;15,7;19,0;20,0;20,0;35,0;15,7;15,0;20,0;23,8;20,0;19,0;15,7;15,7;28,5;5,5;5,2;20,0;23,8;20,0;22,7;20,0;10,5;20,0
