400;400;400;400;400;400;400;400;400;400;200;200;200;200;200;200;200;200;200;200;80;80;80;80;80;80;80;80;80;80
test 1;test 2;test 3;test 4;test 5;test 6;test 7;test 8;test 9;test 10;test 1;test 2;test 3;test 4;test 5;test 6;test 7;test 8;test 9;test 10;test 1;test 2;test 3;test 4;test 5;test 6;test 7;test 8;test 9;test 10
5,0;5,0;0,0;4,7;0,0;4,7;0,0;5,0;4,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,7;0,0;0,0;0,0;4,7;0,0;0,0;0,0;0,0;4,7;0,0;0,0;4,7;0,0
10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,2;10,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,0;5,2;0,0;0,0;5,0;0,0;0,0;5,0;0,0;0,0;23,8
0,0;10,0;10,0;10,0;10,0;5,2;0,0;0,0;5,0;18,1;0,0;15,7;5,0;9,5;13,6;0,0;5,0;10,5;10,0;5,0;0,0;5,0;5,0;5,0;4,7;10,0;0,0;5,0;14,2;10,0
19,0;0,0;0,0;10,5;10,0;0,0;4,7;14,2;13,6;10,5;19,0;20,0;20,0;5,2;25,0;9,5;9,5;10,0;5,2;5,0;20,0;0,0;14,2;15,0;10,0;0,0;14,2;13,6;0,0;10,0
19,0;20,0;21,0;23,8;20,0;23,8;19,0;21,0;10,0;19,0;15,7;25,0;15,0;5,0;23,8;14,2;15,0;23,8;20,0;5,0;15,0;14,2;10,0;19,0;5,0;19,0;15,7;25,0;10,0;15,0
27,2;20,0;15,0;20,0;20,0;23,8;10,5;20,0;22,7;20,0;23,8;15,7;28,5;15,7;23,8;15,7;20,0;20,0;20,0;15,7;20,0;20,0;10,5;38,0;15,7;23,8;19,0;15,7;10,5;28,5
15,7;20,0;20,0;20,0;19,0;15,7;15,7;20,0;15,7;15,0;20,0;15,7;15,0;23,8;11,1;10,5;15,0;20,0;20,0;20,0;15,7;20,0;30,4;15,0;20,0;19,0;15,7;19,0;25,0;15,0
27,2;16,6;20,0;20,0;11,1;22,7;30,4;22,7;25,0;20,0;20,0;20,0;25,0;15,0;20,0;20,0;28,5;15,7;19,0;10,0;15,7;14,2;16,6;22,7;5,5;16,6;20,0;27,2;19,0;25,0
21,0;27,2;15,7;20,0;20,0;28,5;25,0;15,7;23,8;15,7;20,0;15,7;28,5;31,8;15,7;19,0;10,5;15,7;15,0;21,0;15,0;15,7;27,2;20,0;28,5;19,0;15,7;15,7;16,6;10,5
20,0;20,0;20,0;11,7;20,0;21,0;20,0;23,8;20,0;15,0;23,8;25,0;21,0;20,0;20,0;16,6;20,0;25,0;15,7;27,2;27,2;27,2;15,0;11,1;10,5;10,5;10,5;21,0;26,0;15,0
23,8;25,0;20,0;23,8;21,0;15,7;20,0;15,0;23,8;15,0;15,7;10,5;19,0;20,0;20,0;10,5;25,0;30,0;15,7;10,5;10,0;11,1;23,8;15,0;27,2;15,0;30,4;15,0;11,1;23,8
39,9;15,0;31,8;15,7;11,1;20,0;23,8;27,2;15,0;16,6;15,7;35,0;20,0;22,7;15,7;20,0;10,5;25,0;25,0;15,7;15,7;15,7;19,0;11,1;11,1;10,5;15,0;15,7;20,0;25,0
